,City,2017,2018,2019,2020,2021,2022_pred,2023_pred,2024_pred,Count,recomm_2022,diff_2022,recomm_2023,diff_2023,recomm_2024,diff_2024
538,Lauterbrunnen,1.0,3.0,5.0,7.0,7.0,12.0,22.0,39.0,2.0,3.0,1.0,6.0,3.0,11.0,5.0
539,Le Bouveret,,,,,,,,,1.0,,,,,,
540,Le Brassus,,,,,,,,,2.0,,,,,,
541,Le Chenit,13.0,13.0,18.0,23.0,36.0,47.0,61.0,80.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0
542,Le Châble,,,,,,,,,3.0,,,,,,
543,Le Châtelard,0.0,0.0,0.0,1.0,4.0,,,,1.0,,,,,,
544,Le Crêt-du-Locle,,,,,,,,,1.0,,,,,,
545,Le Grand-Saconnex,7.0,8.0,10.0,26.0,50.0,86.0,149.0,258.0,4.0,7.0,3.0,12.0,5.0,21.0,9.0
546,Le Landeron,1.0,3.0,2.0,13.0,17.0,49.0,140.0,401.0,1.0,3.0,2.0,9.0,6.0,26.0,17.0
547,Le Lieu,1.0,1.0,2.0,3.0,4.0,6.0,9.0,12.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0
548,Le Lignon,,,,,,,,,4.0,,,,,,
549,Le Locle,6.0,6.0,9.0,16.0,30.0,46.0,71.0,109.0,5.0,8.0,3.0,12.0,4.0,18.0,6.0
550,Le Mont Pellerin,,,,,,,,,1.0,,,,,,
551,Le Mont-sur-Lausanne,23.0,31.0,46.0,87.0,158.0,258.0,422.0,690.0,5.0,8.0,3.0,13.0,5.0,21.0,8.0
552,Le Mouret,3.0,3.0,9.0,17.0,32.0,62.0,121.0,235.0,1.0,2.0,1.0,4.0,2.0,8.0,4.0
553,Le Noirmont,0.0,1.0,1.0,3.0,12.0,inf,inf,inf,3.0,inf,inf,,,,
554,Le Pont,,,,,,,,,2.0,,,,,,
555,Le Prese,,,,,,,,,1.0,,,,,,
556,Le Sentier,,,,,,,,,2.0,,,,,,
557,LePrese,,,,,,,,,2.0,,,,,,
558,Lenk,1.0,2.0,3.0,4.0,9.0,16.0,28.0,50.0,5.0,9.0,4.0,16.0,7.0,29.0,13.0
559,Lenk im Simmental,,,,,,,,,1.0,,,,,,
560,Lens,3.0,5.0,7.0,12.0,28.0,50.0,89.0,158.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
561,Lenting,,,,,,,,,1.0,,,,,,
562,Lenzburg,20.0,30.0,48.0,67.0,103.0,155.0,234.0,353.0,6.0,9.0,3.0,14.0,5.0,21.0,7.0
563,Lenzerheide,,,,,,,,,2.0,,,,,,
564,Lenzerheide Vaz / Obervaz,,,,,,,,,1.0,,,,,,
565,Leobersdorf,,,,,,,,,2.0,,,,,,
566,Les Bioux,,,,,,,,,1.0,,,,,,
567,Les Brenets,,,,,,,,,1.0,,,,,,
568,Les Charbonnières,,,,,,,,,1.0,,,,,,
569,Les Collons,,,,,,,,,2.0,,,,,,
570,Les Diablerets,,,,,,,,,4.0,,,,,,
571,Les Geneveys-sur-Coffrane,,,,,,,,,2.0,,,,,,
572,Les Haudères,,,,,,,,,1.0,,,,,,
573,Les Ponts-de-Martel,3.0,4.0,4.0,7.0,10.0,14.0,19.0,26.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
574,Les Rasses,,,,,,,,,1.0,,,,,,
575,Les Verrières,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,
576,Leuk-Stadt,,,,,,,,,1.0,,,,,,
577,Leukerbad,4.0,2.0,3.0,5.0,6.0,7.0,9.0,11.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0
578,Leuzigen,0.0,0.0,1.0,3.0,6.0,,,,1.0,,,,,,
579,Leysin,1.0,2.0,1.0,1.0,3.0,5.0,8.0,13.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
580,Lichtensteig,1.0,3.0,5.0,10.0,17.0,36.0,74.0,156.0,1.0,2.0,1.0,4.0,2.0,8.0,4.0
581,Liebefeld,,,,,,,,,2.0,,,,,,
582,Liestal,37.0,64.0,85.0,115.0,170.0,250.0,368.0,543.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
583,Lindau,24.0,26.0,35.0,52.0,81.0,111.0,152.0,207.0,3.0,4.0,1.0,5.0,1.0,7.0,2.0
584,Lindau (Kempthal),,,,,,,,,2.0,,,,,,
585,Linthal,,,,,,,,,3.0,,,,,,
586,Locarno,22.0,24.0,31.0,41.0,67.0,89.0,119.0,159.0,11.0,15.0,4.0,20.0,5.0,27.0,7.0
587,Lohn-Ammannsegg,,,,,,,,,1.0,,,,,,
588,Losone,7.0,9.0,13.0,24.0,54.0,92.0,157.0,268.0,3.0,5.0,2.0,9.0,4.0,15.0,6.0
589,Lucens,1.0,6.0,5.0,10.0,23.0,64.0,178.0,496.0,1.0,3.0,2.0,8.0,5.0,22.0,14.0
590,Lugaggia,,,,,,,,,1.0,,,,,,
591,Lugano,118.0,140.0,224.0,343.0,543.0,801.0,1182.0,1743.0,13.0,19.0,6.0,28.0,9.0,41.0,13.0
592,Lully,,,,,,,,,3.0,,,,,,
593,Lully FR,,,,,,,,,1.0,,,,,,
594,Lumino,4.0,5.0,6.0,8.0,17.0,25.0,37.0,55.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
595,Lungern,1.0,2.0,3.0,4.0,9.0,16.0,28.0,50.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
596,Lupfig,5.0,6.0,13.0,18.0,27.0,42.0,66.0,103.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
597,Lupsingen,3.0,3.0,7.0,15.0,27.0,49.0,89.0,163.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
598,Luterbach,5.0,4.0,6.0,8.0,18.0,26.0,39.0,57.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
599,Lutry,20.0,33.0,60.0,101.0,164.0,278.0,471.0,797.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
600,Luzern,187.0,183.0,247.0,381.0,528.0,694.0,912.0,1198.0,19.0,25.0,6.0,33.0,8.0,43.0,10.0
601,Lyss,18.0,23.0,34.0,58.0,100.0,155.0,239.0,370.0,9.0,14.0,5.0,22.0,8.0,34.0,12.0
602,Lyssach,0.0,4.0,6.0,12.0,21.0,inf,inf,inf,1.0,inf,inf,,,,
603,Lüterkofen,,,,,,,,,2.0,,,,,,
604,MC Nijkerk,,,,,,,,,1.0,,,,,,
605,Madiswil,5.0,5.0,13.0,12.0,14.0,20.0,28.0,40.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
606,Madulain,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,
607,Magadino,,,,,,,,,1.0,,,,,,
608,Magliaso,5.0,6.0,9.0,10.0,12.0,15.0,19.0,24.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
609,Maienfeld,11.0,17.0,26.0,36.0,56.0,84.0,127.0,190.0,3.0,4.0,1.0,6.0,2.0,9.0,3.0
610,Malvaglia,,,,,,,,,1.0,,,,,,
611,Manno,7.0,8.0,10.0,17.0,27.0,38.0,54.0,77.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
612,Marchtrenk,,,,,,,,,1.0,,,,,,
613,Marin-Epagnier,,,,,,,,,2.0,,,,,,
614,Marly,11.0,12.0,20.0,35.0,66.0,105.0,169.0,269.0,7.0,11.0,4.0,18.0,7.0,29.0,11.0
615,Martigny,19.0,25.0,42.0,62.0,131.0,216.0,355.0,584.0,17.0,28.0,11.0,46.0,18.0,76.0,30.0
616,Martigny-Croix,,,,,,,,,2.0,,,,,,
617,Mase,,,,,,,,,1.0,,,,,,
618,Massagno,8.0,8.0,11.0,16.0,29.0,41.0,58.0,81.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
619,Massongex,1.0,1.0,1.0,5.0,15.0,38.0,94.0,234.0,1.0,3.0,2.0,7.0,4.0,17.0,10.0
620,Matran,7.0,6.0,8.0,14.0,24.0,34.0,48.0,68.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
621,Matt,,,,,,,,,1.0,,,,,,
622,Mayersdorf,,,,,,,,,1.0,,,,,,
623,Medels,,,,,,,,,4.0,,,,,,
624,Meggen,33.0,34.0,52.0,69.0,112.0,154.0,213.0,293.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
625,Meiringen,10.0,13.0,16.0,23.0,35.0,48.0,66.0,90.0,5.0,7.0,2.0,10.0,3.0,14.0,4.0
626,Meisterschwanden,10.0,13.0,23.0,37.0,56.0,87.0,134.0,208.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
627,Melchnau,3.0,3.0,5.0,7.0,11.0,16.0,22.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
628,Melide,3.0,5.0,8.0,10.0,18.0,28.0,45.0,71.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
629,Mellingen,12.0,15.0,17.0,24.0,43.0,60.0,84.0,117.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
630,Mels,7.0,12.0,15.0,27.0,47.0,76.0,124.0,202.0,6.0,10.0,4.0,16.0,6.0,26.0,10.0
631,Mendrisio,32.0,34.0,45.0,80.0,159.0,245.0,376.0,578.0,12.0,18.0,6.0,28.0,10.0,43.0,15.0
632,Menziken,6.0,7.0,12.0,24.0,42.0,70.0,115.0,191.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
633,Menznau,3.0,6.0,7.0,19.0,23.0,41.0,72.0,128.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
634,Meride,,,,,,,,,1.0,,,,,,
635,Merligen,,,,,,,,,1.0,,,,,,
636,Mesocco,2.0,4.0,3.0,6.0,10.0,16.0,26.0,41.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
637,Messen,4.0,3.0,4.0,7.0,14.0,20.0,30.0,43.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
638,Mettmenstetten,20.0,26.0,36.0,41.0,60.0,79.0,105.0,139.0,3.0,4.0,1.0,5.0,1.0,7.0,2.0
639,Mex,,,,,,,,,2.0,,,,,,
640,Meyrin,15.0,27.0,31.0,63.0,108.0,181.0,303.0,506.0,8.0,13.0,5.0,22.0,9.0,37.0,15.0
641,Mezzovico,,,,,,,,,1.0,,,,,,
642,Miglieglia,1.0,2.0,3.0,3.0,3.0,4.0,6.0,8.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
643,Minusio,5.0,9.0,15.0,27.0,54.0,98.0,178.0,324.0,3.0,5.0,2.0,9.0,4.0,16.0,7.0
644,Mitlödi,,,,,,,,,1.0,,,,,,
645,Miège,,,,,,,,,1.0,,,,,,
646,Modi'in - Israel,,,,,,,,,1.0,,,,,,
647,Mogelsberg,,,,,,,,,1.0,,,,,,
648,Molinis,,,,,,,,,1.0,,,,,,
649,Mollie-Margot,,,,,,,,,1.0,,,,,,
650,Montagnola,,,,,,,,,1.0,,,,,,
651,Montagny-près-Yverdon,2.0,2.0,2.0,5.0,12.0,21.0,36.0,62.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
652,Montana,,,,,,,,,1.0,,,,,,
653,Monte Carasso,,,,,,,,,2.0,,,,,,
654,Monteggio,,,,,,,,,3.0,,,,,,
655,Montfaucon,1.0,1.0,1.0,3.0,4.0,6.0,10.0,16.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
656,Montherod,,,,,,,,,2.0,,,,,,
657,Monthey,12.0,18.0,28.0,52.0,99.0,169.0,288.0,490.0,6.0,10.0,4.0,17.0,7.0,29.0,12.0
658,Montreux,23.0,29.0,53.0,93.0,152.0,246.0,399.0,646.0,5.0,8.0,3.0,13.0,5.0,21.0,8.0
659,Moosseedorf,8.0,10.0,21.0,39.0,68.0,118.0,205.0,357.0,3.0,5.0,2.0,9.0,4.0,16.0,7.0
660,Morat,,,,,,,,,1.0,,,,,,
661,Morbio Inferiore,0.0,5.0,10.0,18.0,30.0,inf,inf,inf,3.0,inf,inf,,,,
662,Morges,23.0,26.0,44.0,85.0,157.0,259.0,428.0,706.0,6.0,10.0,4.0,17.0,7.0,28.0,11.0
663,Mosnang,2.0,5.0,8.0,11.0,22.0,41.0,77.0,144.0,2.0,4.0,2.0,8.0,4.0,15.0,7.0
664,Moudon,4.0,8.0,12.0,15.0,26.0,42.0,68.0,111.0,3.0,5.0,2.0,8.0,3.0,13.0,5.0
665,Moutier,1.0,5.0,11.0,19.0,32.0,85.0,225.0,597.0,3.0,8.0,5.0,21.0,13.0,56.0,35.0
666,Mumpf,6.0,9.0,12.0,14.0,25.0,36.0,52.0,76.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
667,Muolen,2.0,3.0,5.0,6.0,10.0,15.0,23.0,34.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0
668,Muotathal,2.0,4.0,6.0,12.0,19.0,34.0,60.0,106.0,2.0,4.0,2.0,7.0,3.0,12.0,5.0
669,Muralto,6.0,9.0,14.0,17.0,20.0,27.0,37.0,50.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0
670,Murg,,,,,,,,,1.0,,,,,,
671,Muri,,,,,,,,,2.0,,,,,,
672,Muri bei Bern,27.0,31.0,50.0,69.0,114.0,165.0,239.0,346.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
673,Murten,21.0,25.0,31.0,55.0,112.0,175.0,273.0,425.0,8.0,12.0,4.0,19.0,7.0,30.0,11.0
674,Muttenz,23.0,28.0,42.0,60.0,103.0,151.0,221.0,324.0,7.0,10.0,3.0,15.0,5.0,22.0,7.0
675,Muzzano,1.0,2.0,4.0,9.0,13.0,25.0,48.0,93.0,3.0,6.0,3.0,12.0,6.0,23.0,11.0
676,Mägenwil,8.0,7.0,11.0,14.0,18.0,23.0,28.0,35.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
677,Männedorf,24.0,30.0,47.0,91.0,139.0,218.0,343.0,538.0,3.0,5.0,2.0,8.0,3.0,13.0,5.0
678,Märstetten,10.0,11.0,16.0,20.0,32.0,43.0,58.0,79.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
679,Mézières,,,,,,,,,1.0,,,,,,
680,Mönchaltorf,8.0,14.0,25.0,35.0,45.0,70.0,109.0,169.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
681,Mörel,,,,,,,,,1.0,,,,,,
682,Mörschwil,9.0,10.0,17.0,25.0,51.0,81.0,127.0,201.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
683,Mühlethurnen,,,,,,,,,1.0,,,,,,
684,Mühlrüti,,,,,,,,,1.0,,,,,,
685,Müllheim,4.0,6.0,10.0,27.0,40.0,73.0,135.0,248.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
686,Müllheim Dorf,,,,,,,,,1.0,,,,,,
687,München,,,,,,,,,1.0,,,,,,
688,Münchenbuchsee,13.0,15.0,21.0,24.0,48.0,68.0,97.0,139.0,4.0,6.0,2.0,9.0,3.0,13.0,4.0
689,Münchenstein,23.0,36.0,58.0,84.0,117.0,176.0,265.0,398.0,4.0,6.0,2.0,9.0,3.0,14.0,5.0
690,Münchwilen,,,,,,,,,1.0,,,,,,
691,Münsingen,32.0,38.0,56.0,77.0,116.0,161.0,223.0,309.0,6.0,8.0,2.0,11.0,3.0,15.0,4.0
692,Münsterlingen,8.0,10.0,79.0,18.0,35.0,99.0,280.0,794.0,1.0,3.0,2.0,8.0,5.0,23.0,15.0
693,Nax,,,,,,,,,1.0,,,,,,
694,Nesselnbach,,,,,,,,,1.0,,,,,,
695,Nesslau,4.0,3.0,7.0,9.0,12.0,17.0,24.0,35.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
696,Netstal,,,,,,,,,3.0,,,,,,
697,Neuchâtel,47.0,60.0,99.0,148.0,232.0,347.0,520.0,779.0,13.0,19.0,6.0,28.0,9.0,42.0,14.0
698,Neuchâtel 2,,,,,,,,,1.0,,,,,,
699,Neuenhof,6.0,6.0,11.0,16.0,31.0,48.0,75.0,117.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
700,Neuhaus,,,,,,,,,2.0,,,,,,
701,Neuhausen am Rheinfall,12.0,19.0,26.0,34.0,50.0,72.0,103.0,147.0,5.0,7.0,2.0,10.0,3.0,14.0,4.0
702,Neukirch,,,,,,,,,1.0,,,,,,
703,Neunkirch,1.0,4.0,6.0,11.0,19.0,43.0,97.0,221.0,1.0,2.0,1.0,5.0,3.0,11.0,6.0
704,Neusiedl am See,,,,,,,,,1.0,,,,,,
705,Neyruz,,,,,,,,,1.0,,,,,,
706,Nidau,6.0,10.0,17.0,19.0,32.0,49.0,76.0,117.0,3.0,5.0,2.0,8.0,3.0,12.0,4.0
707,Niederbüren,4.0,4.0,6.0,8.0,12.0,16.0,21.0,28.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
708,Niedergösgen,5.0,10.0,13.0,19.0,28.0,44.0,68.0,106.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
709,Niederteufen,,,,,,,,,1.0,,,,,,
710,Niederurnen,,,,,,,,,3.0,,,,,,
711,Niederuzwil,,,,,,,,,1.0,,,,,,
712,Niederwangen,,,,,,,,,3.0,,,,,,
713,Niederweningen,9.0,15.0,15.0,21.0,33.0,47.0,66.0,92.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
714,Niederönz,4.0,5.0,5.0,9.0,13.0,18.0,25.0,34.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0
715,Nods,2.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,3.0,0.0,4.0,1.0
716,Noiraigue,,,,,,,,,2.0,,,,,,
717,Nottwil,4.0,7.0,13.0,21.0,33.0,56.0,95.0,162.0,4.0,7.0,3.0,12.0,5.0,20.0,8.0
718,Novaggio,1.0,1.0,2.0,2.0,4.0,6.0,9.0,14.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
719,Novazzano,1.0,4.0,6.0,17.0,26.0,64.0,158.0,390.0,1.0,2.0,1.0,5.0,3.0,12.0,7.0
720,Noville,0.0,0.0,0.0,1.0,6.0,,,,1.0,,,,,,
721,Nunningen,1.0,1.0,6.0,11.0,15.0,38.0,97.0,248.0,1.0,3.0,2.0,8.0,5.0,20.0,12.0
722,Nussbaumen,,,,,,,,,4.0,,,,,,
723,Nyon,32.0,45.0,64.0,118.0,177.0,273.0,421.0,650.0,13.0,20.0,7.0,31.0,11.0,48.0,17.0
724,Nänikon,,,,,,,,,1.0,,,,,,
725,ONEX,,,,,,,,,1.0,,,,,,
726,Oberdiessbach,5.0,5.0,6.0,14.0,24.0,37.0,59.0,91.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
727,Oberdorf,,,,,,,,,1.0,,,,,,
728,Oberegg,5.0,7.0,8.0,9.0,15.0,20.0,27.0,36.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
729,Oberems,0.0,0.0,0.0,0.0,1.0,,,,1.0,,,,,,
730,Oberentfelden,5.0,8.0,13.0,26.0,39.0,66.0,110.0,185.0,5.0,8.0,3.0,13.0,5.0,22.0,9.0
731,Oberglatt,10.0,13.0,16.0,20.0,34.0,47.0,64.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
732,Oberhasli,,,,,,,,,1.0,,,,,,
733,Oberiberg,5.0,5.0,9.0,9.0,9.0,11.0,13.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
734,Oberkirch,6.0,11.0,19.0,36.0,63.0,113.0,204.0,368.0,5.0,9.0,4.0,16.0,7.0,29.0,13.0
735,Oberrohrdorf,9.0,13.0,24.0,32.0,59.0,95.0,154.0,249.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
736,Oberrüti,2.0,2.0,3.0,6.0,7.0,10.0,14.0,20.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
737,Oberuzwil,5.0,8.0,16.0,28.0,57.0,105.0,194.0,359.0,3.0,6.0,3.0,11.0,5.0,20.0,9.0
738,Oberweningen,6.0,9.0,12.0,14.0,20.0,27.0,37.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
739,Oberwil,,,,,,,,,2.0,,,,,,
740,Oberwil b. Zug,,,,,,,,,1.0,,,,,,
741,Oberägeri,22.0,26.0,41.0,59.0,105.0,157.0,234.0,350.0,3.0,4.0,1.0,6.0,2.0,9.0,3.0
742,Obfelden,11.0,18.0,30.0,40.0,68.0,108.0,171.0,270.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
743,Oensingen,8.0,7.0,26.0,41.0,51.0,94.0,175.0,324.0,10.0,18.0,8.0,34.0,16.0,63.0,29.0
744,Oeschgen,0.0,2.0,3.0,7.0,12.0,inf,inf,inf,1.0,inf,inf,,,,
745,Oetwil am See,8.0,8.0,16.0,23.0,39.0,60.0,92.0,141.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
746,Oftringen,11.0,17.0,28.0,43.0,84.0,140.0,234.0,392.0,3.0,5.0,2.0,8.0,3.0,13.0,5.0
747,Olivone,,,,,,,,,1.0,,,,,,
748,Ollon,14.0,23.0,33.0,41.0,80.0,125.0,197.0,308.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
749,Olten,18.0,30.0,42.0,60.0,105.0,164.0,256.0,400.0,10.0,16.0,6.0,25.0,9.0,39.0,14.0
750,Opfikon,74.0,51.0,65.0,125.0,250.0,368.0,541.0,797.0,11.0,16.0,5.0,24.0,8.0,35.0,11.0
751,Orbe,5.0,8.0,10.0,17.0,37.0,62.0,105.0,176.0,4.0,7.0,3.0,12.0,5.0,20.0,8.0
752,Origlio,3.0,4.0,4.0,10.0,18.0,30.0,50.0,82.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
753,Orny,1.0,1.0,1.0,3.0,5.0,8.0,14.0,23.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
754,Oron-la-Ville,,,,,,,,,1.0,,,,,,
755,Orpund,2.0,2.0,2.0,4.0,13.0,24.0,43.0,77.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
756,Orsières,1.0,1.0,2.0,7.0,13.0,27.0,57.0,119.0,2.0,4.0,2.0,8.0,4.0,17.0,9.0
757,Ort im Innkreis,,,,,,,,,2.0,,,,,,
758,Ossingen,4.0,6.0,9.0,11.0,13.0,18.0,24.0,32.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
759,Ostermundigen,7.0,10.0,20.0,38.0,56.0,95.0,162.0,275.0,7.0,12.0,5.0,20.0,8.0,34.0,14.0
760,Otelfingen,2.0,7.0,14.0,19.0,24.0,49.0,99.0,201.0,2.0,4.0,2.0,8.0,4.0,16.0,8.0
761,Othmarsingen,7.0,10.0,14.0,20.0,32.0,47.0,69.0,100.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
762,Pambio-Noranco,,,,,,,,,3.0,,,,,,
763,Pampigny,,,,,,,,,1.0,,,,,,
764,Paradiso,12.0,15.0,22.0,38.0,63.0,96.0,147.0,224.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
765,Paudex,8.0,8.0,7.0,9.0,16.0,20.0,24.0,30.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
766,Payerne,8.0,12.0,21.0,33.0,59.0,97.0,161.0,266.0,7.0,12.0,5.0,20.0,8.0,33.0,13.0
767,Perly,,,,,,,,,1.0,,,,,,
768,Perly Certoux,,,,,,,,,1.0,,,,,,
769,Peseux NE,,,,,,,,,2.0,,,,,,
770,Pfaffing,,,,,,,,,1.0,,,,,,
771,Pfaffnau,1.0,1.0,4.0,11.0,21.0,51.0,122.0,296.0,1.0,2.0,1.0,5.0,3.0,12.0,7.0
772,Pfungen,10.0,12.0,15.0,23.0,30.0,40.0,52.0,69.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0
773,Pfäffikon,24.0,31.0,40.0,73.0,117.0,176.0,264.0,397.0,5.0,8.0,3.0,12.0,4.0,18.0,6.0
774,Pfäffikon SZ,,,,,,,,,1.0,,,,,,
775,Pianezzo,,,,,,,,,1.0,,,,,,
776,Pieterlen,8.0,8.0,10.0,14.0,28.0,40.0,56.0,79.0,3.0,4.0,1.0,6.0,2.0,8.0,2.0
777,Plaffeien,3.0,4.0,6.0,8.0,15.0,23.0,34.0,52.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
778,Plan-les-Ouates,26.0,29.0,45.0,58.0,88.0,120.0,165.0,225.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0
779,Pollegio,1.0,1.0,1.0,3.0,7.0,13.0,24.0,43.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
780,Pollenfeld,,,,,,,,,1.0,,,,,,
781,Ponte Cremenaga,,,,,,,,,1.0,,,,,,
782,Ponte Tresa,,,,,,,,,1.0,,,,,,
783,Pontresina,6.0,8.0,12.0,15.0,18.0,24.0,31.0,41.0,8.0,11.0,3.0,14.0,3.0,19.0,5.0
784,Porrentruy,7.0,10.0,15.0,29.0,49.0,80.0,131.0,215.0,3.0,5.0,2.0,8.0,3.0,13.0,5.0
785,Port,6.0,8.0,11.0,18.0,26.0,38.0,54.0,79.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
786,Poschiavo,13.0,18.0,19.0,23.0,34.0,44.0,56.0,72.0,4.0,5.0,1.0,6.0,1.0,8.0,2.0
787,Pragg - Jenaz,,,,,,,,,1.0,,,,,,
788,Pratteln,16.0,24.0,33.0,73.0,98.0,158.0,253.0,407.0,3.0,5.0,2.0,8.0,3.0,13.0,5.0
789,Pravidondaz,,,,,,,,,1.0,,,,,,
790,Premploz / Conthey,,,,,,,,,1.0,,,,,,
791,Prilly,14.0,16.0,24.0,43.0,65.0,97.0,144.0,214.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
792,Puidoux,3.0,4.0,5.0,8.0,20.0,33.0,56.0,93.0,4.0,7.0,3.0,12.0,5.0,20.0,8.0
793,Pully,27.0,43.0,61.0,94.0,156.0,242.0,376.0,584.0,4.0,6.0,2.0,9.0,3.0,14.0,5.0
794,Puplinge,1.0,1.0,3.0,4.0,5.0,8.0,14.0,22.0,1.0,2.0,1.0,4.0,2.0,6.0,2.0
795,Quinto,1.0,1.0,0.0,2.0,5.0,inf,inf,inf,1.0,inf,inf,,,,
796,RN Nijkerk,,,,,,,,,2.0,,,,,,
797,Recherswil,1.0,1.0,4.0,11.0,20.0,48.0,114.0,274.0,1.0,2.0,1.0,5.0,3.0,12.0,7.0
798,Reconvillier,,,,,,,,,1.0,,,,,,
799,Regensdorf,37.0,44.0,62.0,85.0,118.0,158.0,212.0,284.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
800,Rehetobel,9.0,8.0,10.0,15.0,21.0,26.0,33.0,42.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
801,Reichenbach,,,,,,,,,2.0,,,,,,
802,Reichersberg,,,,,,,,,1.0,,,,,,
803,Reinach,,,,,,,,,6.0,,,,,,
804,Reitnau,4.0,5.0,7.0,11.0,14.0,19.0,26.0,36.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
805,Remigen,1.0,1.0,1.0,5.0,11.0,25.0,58.0,134.0,1.0,2.0,1.0,5.0,3.0,12.0,7.0
806,Renens,,,,,,,,,6.0,,,,,,
807,Rennaz,1.0,1.0,1.0,3.0,6.0,10.0,18.0,32.0,2.0,3.0,1.0,5.0,2.0,9.0,4.0
808,Rheinau,4.0,5.0,7.0,7.0,10.0,13.0,16.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
809,Rheine,,,,,,,,,3.0,,,,,,
810,Rheinfelden,19.0,31.0,41.0,56.0,88.0,130.0,191.0,281.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
